customerid,gender,seniorcitizen,partner,dependents,tenure,phoneservice,multiplelines,internetservice,onlinesecurity,onlinebackup,deviceprotection,techsupport,streamingtv,streamingmovies,contract,paperlessbilling,paymentmethod,monthlycharges,totalcharges,churn
7271-AJDTL,female,0,yes,no,55,yes,yes,fiber optic,no,yes,yes,no,yes,no,month-to-month,yes,credit card (automatic),94.45,5073.1,0
1867-TJHTS,female,0,no,no,58,yes,yes,fiber optic,yes,no,no,no,no,no,month-to-month,yes,bank transfer (automatic),79.8,4526.85,0
0516-WJVXC,female,0,no,no,5,yes,no,dsl,yes,no,no,yes,no,no,month-to-month,no,electronic check,54.2,308.25,1
9174-FKWZE,female,1,no,no,1,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,yes,electronic check,19.45,19.45,1
6860-YRJZP,male,1,no,no,9,yes,yes,fiber optic,no,no,no,no,no,no,month-to-month,yes,electronic check,74.05,678.45,0
4429-WYGFR,male,0,no,no,26,yes,no,dsl,no,no,no,yes,no,no,month-to-month,no,bank transfer (automatic),49.15,1237.3,0
2817-LVCPP,female,0,no,no,50,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,no,credit card (automatic),19.4,1023.95,0
5038-ETMLM,female,0,yes,no,72,yes,yes,fiber optic,yes,yes,yes,yes,yes,yes,two year,yes,bank transfer (automatic),113.65,8182.75,0
5056-FIMPT,female,0,no,yes,43,yes,no,fiber optic,yes,yes,no,yes,yes,yes,one year,yes,credit card (automatic),106.0,4532.3,0
4521-WFJAI,male,0,no,no,56,yes,yes,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,yes,bank transfer (automatic),25.95,1444.05,0
6569-KTMDU,female,0,no,no,1,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,no,mailed check,19.1,19.1,0
8809-RIHDD,male,0,yes,yes,72,yes,yes,fiber optic,no,yes,yes,no,yes,yes,two year,yes,electronic check,103.4,7372.65,1
8809-XKHMD,male,0,yes,no,72,yes,yes,fiber optic,yes,yes,no,yes,no,yes,two year,yes,bank transfer (automatic),100.55,7325.1,0
0396-YCHWO,male,0,yes,no,36,yes,yes,fiber optic,no,no,no,no,yes,yes,month-to-month,yes,electronic check,95.4,3474.2,0
0867-LDTTC,male,0,no,no,5,yes,no,dsl,no,no,yes,yes,yes,yes,month-to-month,no,bank transfer (automatic),75.15,392.65,0
4822-NGOCH,female,0,no,no,13,yes,yes,fiber optic,no,yes,yes,no,no,no,month-to-month,yes,electronic check,84.45,1058.6,1
9391-DXGGG,female,1,no,no,44,yes,no,fiber optic,no,yes,yes,no,no,yes,one year,no,credit card (automatic),89.15,3990.75,0
9844-FELAJ,female,1,yes,yes,70,yes,yes,fiber optic,no,yes,yes,yes,yes,yes,one year,yes,electronic check,107.9,7475.85,0
2122-SZZZD,male,0,no,no,44,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,one year,no,credit card (automatic),19.5,835.5,0
5307-DZCVC,female,1,yes,no,32,yes,yes,fiber optic,no,no,no,no,yes,no,month-to-month,yes,credit card (automatic),85.95,2628.6,1
3148-AOIQT,female,0,yes,no,69,yes,yes,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,yes,credit card (automatic),24.95,1718.35,0
8679-JOEVF,female,1,no,no,16,yes,no,dsl,no,no,no,yes,yes,no,month-to-month,no,electronic check,59.4,1023.9,1
8395-ETZKQ,male,1,yes,yes,68,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,one year,no,bank transfer (automatic),19.5,1193.55,0
6692-YQHXC,male,0,no,no,16,yes,no,fiber optic,no,no,no,no,no,no,month-to-month,yes,credit card (automatic),69.95,1205.5,0
3889-VWBID,male,0,yes,yes,68,yes,no,dsl,yes,yes,no,yes,yes,yes,two year,no,bank transfer (automatic),82.85,5776.45,0
5222-JCXZT,male,0,no,no,4,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,no,mailed check,19.0,78.9,0
9754-CLVZW,female,0,yes,yes,26,no,no phone service,dsl,yes,yes,no,yes,no,no,month-to-month,no,credit card (automatic),38.85,1025.15,0
1432-FPAXX,female,0,no,no,29,no,no phone service,dsl,no,yes,no,no,no,no,month-to-month,yes,electronic check,30.6,856.35,1
2739-CCZMB,male,0,no,yes,5,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,no,credit card (automatic),20.35,122.0,0
7080-TNUWP,male,0,yes,no,70,yes,yes,fiber optic,no,yes,yes,no,yes,no,one year,yes,bank transfer (automatic),95.0,6602.9,0
0496-AHOOK,male,0,yes,no,24,yes,no,dsl,yes,no,no,yes,yes,yes,one year,no,bank transfer (automatic),74.4,1712.9,0
8336-TAVKX,female,1,yes,no,72,yes,yes,dsl,yes,yes,yes,yes,no,yes,two year,no,bank transfer (automatic),78.45,5682.25,0
2468-SJFLM,male,0,no,no,1,yes,no,fiber optic,no,no,no,yes,no,no,month-to-month,yes,mailed check,74.3,74.3,0
3181-VTHOE,male,0,yes,no,70,no,no phone service,dsl,no,yes,yes,yes,no,yes,one year,yes,bank transfer (automatic),51.05,3635.15,0
7168-HDQHG,female,0,yes,yes,36,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,no,bank transfer (automatic),19.2,702.9,0
4803-AXVYP,female,1,no,no,38,yes,yes,fiber optic,no,no,no,yes,yes,yes,month-to-month,yes,electronic check,99.55,3734.25,1
3884-HCSWG,female,0,no,no,17,yes,no,fiber optic,no,no,no,no,no,no,month-to-month,yes,electronic check,70.0,1144.5,1
4567-AKPIA,female,0,yes,yes,41,yes,yes,fiber optic,no,yes,yes,yes,yes,yes,one year,yes,bank transfer (automatic),109.1,4454.25,0
5077-DXTCG,female,0,no,no,1,yes,no,dsl,no,no,no,no,no,no,month-to-month,yes,electronic check,45.3,45.3,1
1142-WACZW,male,0,no,no,2,no,no phone service,dsl,no,no,no,yes,no,no,month-to-month,no,bank transfer (automatic),29.85,75.6,1
7901-HXJVA,male,0,no,no,14,yes,no,fiber optic,no,no,yes,no,no,no,month-to-month,no,electronic check,76.45,1117.55,0
5649-ANRML,male,1,no,no,2,yes,no,fiber optic,no,yes,yes,yes,no,yes,month-to-month,yes,credit card (automatic),95.1,180.25,1
4892-VLANZ,male,0,no,no,1,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,no,mailed check,19.8,19.8,1
5924-IFQTT,male,0,yes,yes,13,yes,yes,dsl,no,yes,yes,yes,yes,no,month-to-month,yes,electronic check,72.8,930.05,0
7968-QUXNS,male,0,no,no,6,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,no,mailed check,18.95,110.15,0
2919-HBCJO,female,0,no,no,4,yes,no,fiber optic,no,yes,no,no,no,no,month-to-month,yes,bank transfer (automatic),76.65,333.6,1
4236-XPXAV,female,0,yes,yes,5,yes,no,fiber optic,no,yes,no,yes,yes,yes,month-to-month,yes,mailed check,99.15,465.05,1
8903-WMRNW,female,0,yes,no,15,yes,no,fiber optic,yes,no,yes,no,yes,yes,month-to-month,no,electronic check,101.75,1669.4,0
2452-SNHFZ,female,0,no,no,47,yes,no,fiber optic,yes,no,no,no,no,no,month-to-month,no,credit card (automatic),75.45,3545.1,0
3629-WEAAM,female,0,no,no,8,yes,no,dsl,no,no,yes,yes,no,yes,month-to-month,no,mailed check,64.1,504.05,0
6029-CSMJE,male,0,no,no,17,no,no phone service,dsl,no,no,no,no,no,no,month-to-month,yes,mailed check,25.65,440.2,0
7993-NQLJE,male,0,yes,yes,15,yes,no,fiber optic,yes,no,no,no,no,no,month-to-month,no,mailed check,75.1,1151.55,0
9909-DFRJA,female,0,no,no,26,yes,no,fiber optic,yes,no,yes,yes,no,yes,one year,yes,bank transfer (automatic),95.85,2475.35,0
9099-FTUHS,female,0,no,no,23,yes,yes,dsl,yes,no,no,no,no,no,month-to-month,no,electronic check,54.4,1249.25,0
0581-BXBUB,female,1,no,no,4,yes,no,fiber optic,no,yes,no,no,no,no,month-to-month,no,electronic check,72.75,317.75,0
4962-CHQPW,male,0,no,yes,29,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,one year,no,mailed check,19.85,535.05,0
9467-ROOLM,female,0,no,no,25,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,no,mailed check,19.05,461.3,0
3030-YZADT,male,0,no,no,9,yes,no,dsl,no,no,no,no,no,no,month-to-month,no,mailed check,44.95,431.0,1
7410-KTVFV,male,0,yes,no,18,yes,no,dsl,no,no,yes,no,no,no,month-to-month,yes,mailed check,49.55,878.35,1
5150-ITWWB,male,1,no,no,3,yes,yes,fiber optic,no,no,no,no,yes,yes,month-to-month,yes,electronic check,94.85,335.75,0
2253-KPMNB,female,0,yes,yes,69,no,no phone service,dsl,yes,yes,yes,yes,no,no,two year,no,bank transfer (automatic),46.25,3121.4,0
1345-ZUKID,male,0,no,no,14,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,one year,no,mailed check,19.35,324.8,0
6429-SHBCB,male,0,no,no,19,yes,yes,dsl,no,no,no,no,yes,yes,month-to-month,no,mailed check,69.6,1394.55,0
9281-OFDMF,male,1,no,no,39,yes,yes,fiber optic,no,yes,no,no,no,yes,month-to-month,no,electronic check,90.7,3413.25,0
2603-HVKCG,male,0,no,no,31,yes,no,fiber optic,no,yes,yes,no,yes,yes,month-to-month,yes,electronic check,101.4,3143.65,0
1834-WULEG,male,0,yes,yes,24,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,one year,no,mailed check,20.25,439.75,0
9097-ZUBYC,male,0,yes,no,14,yes,no,dsl,no,no,no,yes,no,no,month-to-month,no,bank transfer (automatic),48.8,664.4,0
5148-ORICT,female,0,yes,no,64,yes,no,dsl,yes,yes,yes,yes,no,yes,two year,yes,mailed check,74.35,4759.55,0
4893-GYUJU,female,0,no,no,50,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,one year,yes,mailed check,19.35,1033.0,0
4578-PHJYZ,male,0,yes,yes,52,yes,no,dsl,no,yes,yes,yes,yes,no,one year,yes,electronic check,68.75,3482.85,0
7272-QDCKA,male,0,no,no,28,yes,yes,fiber optic,no,yes,no,no,yes,yes,one year,no,electronic check,100.2,2688.45,0
8908-SLFCJ,female,0,no,no,21,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,yes,credit card (automatic),20.85,435.25,0
8393-DLHGA,male,0,no,yes,25,yes,no,fiber optic,no,yes,no,no,yes,yes,month-to-month,yes,electronic check,95.9,2448.75,1
9766-HGEDE,female,0,yes,no,17,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,one year,no,mailed check,19.35,307.0,0
6968-MHOMU,male,0,yes,no,58,no,no phone service,dsl,no,no,no,no,yes,yes,one year,yes,credit card (automatic),45.0,2689.35,0
7395-IGJOS,male,1,yes,no,17,yes,no,fiber optic,no,no,no,no,no,yes,month-to-month,no,bank transfer (automatic),81.5,1329.2,1
5044-XDPYX,female,0,yes,no,51,yes,yes,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,no,mailed check,25.5,1281.25,0
1814-WFGVS,male,0,yes,yes,72,no,no phone service,dsl,yes,no,yes,yes,yes,no,two year,no,mailed check,48.9,3527.0,0
2834-SPCJV,male,0,yes,no,52,yes,no,fiber optic,yes,no,no,no,yes,no,month-to-month,no,electronic check,84.1,4348.65,1
3721-WKIIL,female,0,no,no,27,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,yes,mailed check,19.6,561.15,0
6734-CKRSM,female,0,no,no,3,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,no,mailed check,20.0,63.6,0
1265-ZFOSD,female,0,yes,no,64,yes,yes,dsl,yes,yes,yes,yes,no,yes,two year,yes,mailed check,81.3,5129.3,0
6568-POCUI,female,0,yes,no,45,yes,no,fiber optic,no,no,no,yes,yes,yes,two year,yes,credit card (automatic),95.2,4285.8,0
7890-VYYWG,male,1,yes,no,3,no,no phone service,dsl,no,no,no,no,yes,no,month-to-month,yes,mailed check,36.45,93.7,1
5197-LQXXH,female,0,yes,no,71,yes,yes,dsl,no,yes,yes,yes,yes,yes,two year,yes,credit card (automatic),83.3,5894.5,0
9907-SWKKF,female,1,no,no,1,no,no phone service,dsl,no,no,no,no,no,no,month-to-month,no,mailed check,25.05,25.05,1
3457-PQBYH,female,0,yes,yes,58,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,no,credit card (automatic),20.3,1160.75,0
7682-AZNDK,male,0,yes,yes,34,yes,no,fiber optic,no,yes,yes,no,yes,no,month-to-month,yes,electronic check,89.85,3091.75,0
0587-DMGBH,female,0,no,no,8,yes,no,dsl,yes,no,no,no,no,no,month-to-month,yes,electronic check,49.85,365.55,1
5384-ZTTWP,female,0,yes,yes,15,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,no,mailed check,19.8,272.95,0
3745-HRPHI,male,0,yes,yes,66,no,no phone service,dsl,no,no,yes,yes,yes,yes,two year,no,bank transfer (automatic),54.65,3632.0,0
7636-OWBPG,male,1,no,no,12,no,no phone service,dsl,no,yes,no,no,no,no,month-to-month,yes,credit card (automatic),29.35,381.2,0
1231-YNDEK,male,0,no,no,58,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,yes,bank transfer (automatic),19.15,1035.5,0
1407-DIGZV,female,0,yes,yes,3,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,no,mailed check,19.1,52.0,0
6397-JNZZG,female,1,yes,no,43,no,no phone service,dsl,no,yes,yes,no,yes,yes,month-to-month,no,credit card (automatic),55.55,2342.2,1
0570-BFQHT,female,0,no,no,9,yes,no,fiber optic,no,yes,yes,no,no,no,month-to-month,no,electronic check,80.55,653.9,0
4393-OBCRR,female,0,no,no,3,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,one year,no,mailed check,20.25,71.2,0
3523-QRQLL,female,0,yes,yes,22,yes,no,dsl,no,yes,no,no,yes,yes,one year,yes,bank transfer (automatic),69.5,1498.2,1
8564-LDKFL,male,0,yes,no,40,yes,yes,fiber optic,no,yes,yes,no,yes,yes,one year,yes,bank transfer (automatic),106.0,4178.65,0
3696-DFHHB,female,0,no,no,68,yes,yes,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,no,bank transfer (automatic),25.5,1821.8,0
0895-DQHEW,male,0,yes,no,54,yes,yes,fiber optic,no,yes,yes,no,yes,yes,month-to-month,yes,electronic check,104.3,5278.15,1
4717-GHADL,female,0,no,no,50,yes,yes,dsl,no,yes,no,yes,yes,yes,two year,yes,mailed check,79.6,4024.2,0
5501-TVMGM,male,0,no,no,1,yes,no,dsl,no,no,no,no,no,yes,month-to-month,yes,electronic check,55.25,55.25,0
5879-HMFFH,female,0,yes,no,72,yes,yes,dsl,yes,yes,yes,yes,yes,yes,two year,no,bank transfer (automatic),88.05,6520.8,0
6772-WFQRD,male,0,no,yes,40,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,one year,yes,bank transfer (automatic),20.4,854.9,0
3810-DVDQQ,female,0,yes,yes,72,yes,yes,fiber optic,yes,yes,yes,yes,yes,yes,two year,yes,bank transfer (automatic),117.6,8308.9,0
6972-SNKKW,female,0,no,no,6,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,no,mailed check,20.0,109.2,0
3694-GLTJM,female,0,no,no,5,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,yes,credit card (automatic),19.65,92.05,0
8550-XSXUQ,male,0,yes,no,48,yes,yes,dsl,no,yes,yes,no,no,yes,one year,yes,credit card (automatic),70.55,3420.5,0
8149-RSOUN,female,0,no,no,1,yes,yes,fiber optic,no,no,no,no,yes,yes,month-to-month,yes,electronic check,93.85,93.85,1
9055-MOJJJ,female,0,yes,yes,64,yes,no,dsl,yes,no,no,yes,yes,no,one year,no,mailed check,65.8,4068.0,0
4359-INNWN,female,0,no,no,17,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,one year,no,credit card (automatic),20.05,337.9,0
0585-EGDDA,male,0,yes,no,40,yes,no,fiber optic,no,yes,yes,no,no,no,month-to-month,yes,electronic check,80.0,3168.75,0
4032-RMHCI,female,0,yes,yes,41,no,no phone service,dsl,yes,no,yes,no,no,no,one year,no,credit card (automatic),35.4,1412.4,0
0549-CYCQN,male,1,no,no,51,yes,yes,fiber optic,no,yes,no,no,no,no,one year,yes,bank transfer (automatic),79.6,3974.7,0
3481-JHUZH,male,0,yes,no,41,yes,yes,fiber optic,no,yes,no,no,no,no,month-to-month,yes,electronic check,80.25,3439.0,0
7250-EQKIY,female,0,yes,yes,1,yes,no,dsl,no,no,yes,no,no,no,month-to-month,no,mailed check,50.45,50.45,1
3594-IVHJZ,female,0,no,no,2,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,yes,mailed check,20.45,42.45,0
6869-FGJJC,male,0,no,no,68,yes,no,fiber optic,no,yes,yes,no,no,no,one year,no,credit card (automatic),79.6,5461.45,0
3896-ZVNET,female,0,yes,yes,24,yes,yes,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,no,mailed check,24.7,571.75,0
8205-VSLRB,male,0,yes,no,70,yes,yes,dsl,yes,no,yes,yes,no,yes,two year,no,credit card (automatic),77.3,5498.2,0
5960-MVTUK,male,0,no,no,3,no,no phone service,dsl,no,no,no,yes,no,no,month-to-month,yes,electronic check,29.75,96.85,0
6817-WTYHE,male,0,no,no,2,yes,no,dsl,no,no,no,no,no,no,month-to-month,no,bank transfer (automatic),44.9,111.05,0
3082-VQXNH,male,0,yes,no,3,no,no phone service,dsl,no,yes,no,no,no,no,month-to-month,no,credit card (automatic),29.8,94.4,0
4013-UBXWQ,female,0,no,no,7,yes,yes,dsl,no,no,no,yes,yes,yes,month-to-month,yes,electronic check,74.65,521.1,1
4931-TRZWN,female,0,no,no,13,yes,no,dsl,yes,no,no,no,yes,yes,month-to-month,yes,electronic check,71.95,923.85,0
0750-EKNGL,male,0,no,no,7,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,no,mailed check,20.75,141.1,0
7669-LCRSD,male,0,yes,yes,12,yes,no,dsl,no,no,no,no,yes,no,month-to-month,yes,mailed check,56.3,628.65,0
3567-PQTSO,male,0,yes,yes,53,yes,yes,fiber optic,no,yes,yes,no,yes,yes,one year,yes,electronic check,105.25,5576.3,0
5519-NPHVG,female,0,no,no,12,yes,yes,fiber optic,no,no,no,no,yes,yes,month-to-month,yes,electronic check,94.2,1046.1,1
8043-PNYSD,male,0,yes,yes,63,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,no,mailed check,19.55,1245.6,0
9938-EKRGF,female,0,no,no,15,yes,no,dsl,yes,yes,yes,yes,yes,yes,month-to-month,no,mailed check,84.45,1287.85,0
2703-AMTUL,male,0,yes,yes,36,yes,no,dsl,yes,yes,no,no,no,no,one year,no,mailed check,53.65,1939.35,0
0928-JMXNP,male,1,yes,no,4,no,no phone service,dsl,no,no,yes,no,no,no,month-to-month,yes,electronic check,29.9,118.25,0
8173-RXAYP,female,0,yes,yes,24,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,no,mailed check,19.7,452.55,0
4825-XJGDM,female,0,no,no,61,no,no phone service,dsl,yes,yes,yes,yes,no,no,one year,no,credit card (automatic),43.7,2696.55,0
5402-HTOTQ,male,0,no,no,16,yes,yes,dsl,no,yes,no,no,no,no,month-to-month,no,electronic check,55.3,875.35,0
6734-JDTTV,male,0,yes,yes,65,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,yes,credit card (automatic),19.85,1267.05,0
7850-THJMU,female,0,yes,yes,26,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,no,credit card (automatic),19.65,494.9,0
3890-RTCMS,male,0,no,no,16,yes,no,dsl,no,no,no,yes,no,no,month-to-month,yes,mailed check,49.45,799.0,0
8849-GYOKR,female,0,yes,no,54,yes,yes,fiber optic,yes,yes,no,no,yes,yes,one year,no,bank transfer (automatic),106.55,5763.3,1
3148-BLQJT,male,0,no,no,1,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,no,mailed check,20.1,20.1,1
3717-FDJFU,male,0,no,yes,5,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,no,mailed check,20.45,106.9,0
3665-JATSN,female,0,no,no,19,no,no phone service,dsl,no,yes,no,no,no,yes,month-to-month,yes,electronic check,39.7,710.05,0
7966-YOTQW,male,0,no,no,10,yes,yes,dsl,yes,no,no,no,no,no,month-to-month,yes,credit card (automatic),54.5,568.2,0
0461-CVKMU,female,0,yes,yes,23,yes,no,fiber optic,no,yes,yes,yes,no,no,month-to-month,no,electronic check,83.8,1900.25,1
8806-EAGWC,male,0,no,no,3,yes,no,dsl,no,no,no,no,yes,no,month-to-month,no,mailed check,55.15,159.15,1
8853-TZDGH,female,0,no,no,72,yes,yes,fiber optic,no,yes,yes,yes,yes,yes,two year,yes,bank transfer (automatic),111.6,8012.75,0
7779-LGOVN,male,1,yes,no,10,yes,yes,fiber optic,no,no,no,no,no,yes,month-to-month,yes,electronic check,86.65,856.65,1
4324-BZCKL,female,0,yes,yes,10,yes,no,dsl,no,yes,yes,no,no,no,month-to-month,yes,mailed check,55.55,551.3,0
6924-TDGMT,male,0,yes,no,11,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,one year,yes,mailed check,20.55,184.95,0
9710-ZUSHQ,female,1,no,no,37,yes,yes,fiber optic,yes,yes,no,no,yes,yes,month-to-month,yes,bank transfer (automatic),106.75,4056.75,1
1536-YHDOE,male,0,yes,yes,17,yes,yes,dsl,yes,no,no,yes,no,no,one year,yes,mailed check,62.1,1096.65,0
8123-QBNAZ,female,0,yes,yes,36,yes,yes,fiber optic,yes,no,yes,no,yes,yes,month-to-month,yes,credit card (automatic),104.5,3684.95,0
3629-ZNKXA,male,1,no,no,17,yes,no,fiber optic,no,yes,yes,no,yes,yes,month-to-month,yes,electronic check,101.8,1752.45,0
4827-LTQRJ,female,1,yes,yes,66,yes,yes,fiber optic,yes,yes,no,yes,yes,yes,one year,yes,credit card (automatic),110.6,7210.85,0
7711-YIJWC,male,0,yes,yes,61,yes,no,dsl,yes,yes,yes,yes,yes,yes,one year,no,bank transfer (automatic),84.9,5264.5,0
5482-VXSXJ,male,0,no,no,22,yes,no,fiber optic,no,yes,no,no,yes,yes,month-to-month,yes,mailed check,93.2,2157.3,0
7365-BVCJH,male,0,no,no,1,no,no phone service,dsl,no,no,no,no,no,no,month-to-month,yes,electronic check,24.4,24.4,0
9620-ENEJV,female,0,no,no,6,yes,no,fiber optic,no,no,no,no,no,no,month-to-month,no,credit card (automatic),70.55,433.95,0
4183-WCSEP,male,0,no,no,31,yes,no,fiber optic,no,yes,no,yes,no,no,month-to-month,yes,electronic check,78.45,2435.15,1
2378-YIZKA,female,0,yes,yes,68,yes,no,dsl,yes,yes,yes,yes,yes,yes,two year,yes,credit card (automatic),85.0,5607.75,0
5498-TXHLF,female,0,yes,yes,34,yes,yes,fiber optic,no,no,yes,no,yes,no,month-to-month,no,electronic check,87.45,2874.15,1
0689-DSXGL,female,0,yes,yes,52,yes,no,fiber optic,no,yes,yes,yes,no,no,month-to-month,no,bank transfer (automatic),85.8,4433.3,0
6818-DJXAA,female,0,no,yes,10,yes,no,fiber optic,no,no,yes,yes,yes,no,month-to-month,yes,electronic check,91.1,964.35,0
9722-UJOJR,male,0,yes,yes,29,yes,no,fiber optic,no,no,no,no,no,no,month-to-month,yes,electronic check,70.75,1974.8,1
0464-WJTKO,female,0,yes,yes,72,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,no,bank transfer (automatic),20.1,1460.85,0
8902-ZEOVF,male,0,yes,yes,47,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,one year,no,mailed check,20.05,951.55,0
6778-EICRF,male,0,yes,yes,24,yes,yes,dsl,yes,no,no,no,yes,yes,one year,no,mailed check,74.8,1821.2,0
2662-NNTDK,male,0,no,no,65,yes,yes,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,one year,no,credit card (automatic),24.8,1600.95,0
4132-KALRO,female,0,no,no,4,yes,yes,fiber optic,no,no,no,yes,yes,yes,month-to-month,yes,mailed check,100.85,399.25,0
3902-FOIGH,male,1,yes,no,12,yes,yes,fiber optic,no,yes,no,no,yes,yes,month-to-month,yes,electronic check,101.35,1218.55,1
6772-KSATR,male,0,no,no,1,yes,yes,fiber optic,yes,no,no,no,no,no,month-to-month,yes,electronic check,81.7,81.7,1
7112-OPOTK,male,0,no,no,33,yes,no,fiber optic,no,no,no,no,no,no,month-to-month,no,electronic check,68.25,2171.15,1
2874-YXVVA,female,0,no,no,34,yes,no,fiber optic,no,yes,yes,yes,yes,yes,month-to-month,yes,electronic check,105.1,3634.8,0
1245-HARPS,female,0,yes,no,14,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,no,mailed check,20.4,292.4,0
4210-QFJMF,female,0,no,no,4,yes,no,fiber optic,no,no,no,no,no,yes,month-to-month,yes,electronic check,79.15,317.25,1
4323-ELYYB,male,0,yes,yes,13,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,one year,no,mailed check,20.0,218.55,0
4293-ETKAP,female,0,yes,yes,65,yes,yes,dsl,no,yes,no,yes,yes,yes,two year,yes,bank transfer (automatic),79.4,5071.9,0
6064-PUPMC,male,0,yes,yes,23,yes,no,dsl,yes,no,no,yes,no,no,one year,no,credit card (automatic),57.2,1423.35,0
6504-VBLFL,male,0,yes,no,55,yes,no,dsl,yes,yes,yes,no,no,no,two year,no,electronic check,58.6,3068.6,0
6322-PJJDJ,male,0,yes,no,49,yes,no,fiber optic,no,yes,no,no,yes,yes,two year,yes,electronic check,94.8,4690.65,0
0330-BGYZE,male,0,yes,no,60,yes,yes,fiber optic,no,yes,yes,no,yes,yes,one year,no,bank transfer (automatic),102.5,6157.6,0
1085-LDWAM,female,0,yes,yes,69,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,one year,yes,credit card (automatic),20.35,1442.65,0
7586-ZATGZ,male,0,no,no,40,yes,yes,fiber optic,no,no,no,no,yes,no,month-to-month,yes,electronic check,84.9,3369.05,0
7197-VOJMM,male,0,yes,no,67,yes,no,dsl,yes,yes,no,yes,no,yes,two year,yes,credit card (automatic),69.2,4671.65,0
3318-OSATS,male,1,no,no,35,yes,yes,fiber optic,no,no,no,no,yes,yes,month-to-month,yes,electronic check,95.45,3474.05,1
5828-AVIPD,male,0,yes,yes,19,yes,yes,fiber optic,no,no,no,yes,yes,yes,one year,yes,electronic check,100.95,1875.55,1
1843-TLSGD,female,0,yes,yes,13,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,no,mailed check,20.85,272.35,0
9626-VFRGG,female,0,no,yes,41,yes,yes,fiber optic,no,yes,no,no,yes,no,month-to-month,yes,bank transfer (automatic),88.5,3645.05,0
7075-BNDVQ,female,0,no,no,4,no,no phone service,dsl,yes,no,yes,no,no,no,month-to-month,no,mailed check,35.0,135.75,0
