customerid,gender,seniorcitizen,partner,dependents,tenure,phoneservice,multiplelines,internetservice,onlinesecurity,onlinebackup,deviceprotection,techsupport,streamingtv,streamingmovies,contract,paperlessbilling,paymentmethod,monthlycharges,totalcharges,churn
7562-UXTPG,female,0,no,no,13,yes,no,fiber optic,no,no,no,no,no,no,month-to-month,yes,mailed check,70.15,886.7,0
3932-CMDTD,female,0,no,no,4,yes,no,fiber optic,no,yes,yes,yes,yes,yes,one year,yes,electronic check,105.65,443.9,1
0931-MHTEM,female,0,no,no,54,yes,no,fiber optic,yes,yes,no,no,yes,yes,one year,yes,credit card (automatic),100.05,5299.65,0
9053-JZFKV,male,0,no,no,67,yes,yes,fiber optic,yes,yes,yes,yes,yes,yes,two year,no,credit card (automatic),116.2,7752.3,1
0655-RBDUG,male,0,no,no,7,yes,yes,fiber optic,no,no,yes,no,yes,yes,month-to-month,yes,bank transfer (automatic),98.05,713.0,1
6551-GNYDG,female,0,yes,yes,14,yes,no,fiber optic,no,no,no,no,no,yes,month-to-month,yes,bank transfer (automatic),80.9,1152.8,0
4800-CZMPC,female,0,yes,yes,48,yes,yes,fiber optic,yes,yes,no,no,yes,yes,one year,yes,credit card (automatic),103.25,5037.55,1
1139-WUOAH,male,0,no,no,57,no,no phone service,dsl,no,no,yes,yes,yes,yes,two year,no,credit card (automatic),53.35,3090.05,0
8659-IOOPU,female,0,yes,yes,71,yes,yes,fiber optic,yes,no,yes,yes,no,yes,two year,no,electronic check,100.45,7159.7,0
3987-KQDDU,male,0,no,no,9,yes,no,fiber optic,yes,no,no,no,no,no,month-to-month,no,electronic check,75.6,661.55,0
5816-QVHRX,female,0,no,no,37,yes,yes,fiber optic,no,no,no,yes,yes,yes,month-to-month,no,credit card (automatic),100.3,3541.4,0
5787-KXGIY,male,0,yes,no,72,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,no,credit card (automatic),19.3,1304.8,0
0484-FFVBJ,male,0,no,no,32,yes,no,dsl,no,no,no,no,yes,yes,one year,yes,bank transfer (automatic),64.85,2010.95,0
8808-ELEHO,male,1,no,no,8,yes,yes,fiber optic,no,no,yes,no,no,no,month-to-month,yes,electronic check,81.25,585.95,1
9174-IHETN,female,0,no,yes,50,yes,no,fiber optic,no,no,no,no,no,no,two year,no,credit card (automatic),70.35,3533.6,0
1536-YHDOE,male,0,yes,yes,17,yes,yes,dsl,yes,no,no,yes,no,no,one year,yes,mailed check,62.1,1096.65,0
6994-FGRHH,male,0,yes,yes,70,yes,no,fiber optic,no,yes,yes,yes,yes,yes,one year,yes,electronic check,106.15,7475.1,0
7139-JZFVG,male,0,yes,yes,60,yes,no,dsl,yes,yes,yes,no,no,no,two year,no,bank transfer (automatic),60.5,3694.45,0
6631-HMANX,male,0,yes,no,72,yes,yes,dsl,no,yes,yes,yes,yes,yes,two year,yes,credit card (automatic),85.45,6227.5,0
2580-ATZSQ,female,0,yes,yes,65,yes,no,dsl,yes,yes,yes,no,no,no,one year,no,bank transfer (automatic),61.35,3874.1,0
8709-KRDVL,female,0,no,no,33,yes,yes,fiber optic,no,yes,no,no,yes,yes,month-to-month,yes,electronic check,100.0,3320.6,0
8158-WPEZG,male,0,no,no,11,no,no phone service,dsl,no,yes,no,yes,no,no,month-to-month,yes,electronic check,35.65,425.1,0
6457-USBER,male,0,no,no,1,yes,no,fiber optic,no,no,no,no,no,yes,month-to-month,yes,electronic check,80.8,80.8,1
9586-JGQKH,female,0,yes,no,64,yes,yes,fiber optic,no,yes,no,yes,yes,yes,two year,yes,bank transfer (automatic),105.4,6794.75,0
6633-MPWBS,male,0,no,no,5,yes,no,dsl,no,no,no,yes,no,no,month-to-month,yes,electronic check,49.2,216.9,1
7714-YXSMB,female,0,no,no,26,yes,yes,fiber optic,no,no,yes,no,yes,yes,month-to-month,yes,bank transfer (automatic),100.5,2599.95,0
5119-NZPTV,male,1,yes,no,2,yes,no,fiber optic,no,no,no,no,no,no,month-to-month,no,electronic check,70.1,141.65,0
0807-ZABDG,female,0,no,yes,3,yes,no,dsl,yes,no,no,yes,no,no,month-to-month,yes,mailed check,55.1,154.65,1
9046-JBFWA,male,0,no,yes,27,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,no,mailed check,19.15,537.35,0
6908-VVYHM,male,0,yes,no,65,yes,yes,fiber optic,no,yes,no,no,no,yes,month-to-month,yes,electronic check,90.65,5931.0,0
0742-LAFQK,male,0,yes,no,72,yes,yes,fiber optic,yes,yes,yes,no,no,yes,two year,yes,electronic check,99.15,7422.1,0
1173-XZPYF,female,0,no,no,11,yes,yes,fiber optic,no,no,yes,no,yes,no,month-to-month,yes,electronic check,89.2,990.3,0
8125-QPFJD,female,0,yes,no,72,yes,yes,dsl,yes,no,yes,yes,yes,yes,two year,yes,bank transfer (automatic),84.9,6065.3,0
2061-VVFST,female,0,yes,no,37,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,no,bank transfer (automatic),19.5,805.2,0
0928-XUTSN,female,0,no,no,13,yes,no,fiber optic,no,no,no,no,no,yes,month-to-month,yes,electronic check,80.5,1011.8,0
7611-YKYTC,male,0,yes,yes,22,yes,no,fiber optic,yes,no,no,no,no,no,month-to-month,no,bank transfer (automatic),75.0,1573.95,0
9451-LPGOO,male,0,no,no,7,yes,yes,fiber optic,no,no,no,no,no,yes,month-to-month,yes,electronic check,86.8,620.35,1
6741-EGCBI,male,1,no,no,30,yes,yes,fiber optic,yes,no,no,no,no,yes,month-to-month,yes,credit card (automatic),90.5,2595.85,0
7521-YXVZY,male,0,no,yes,3,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,no,mailed check,19.95,58.3,0
1950-KSVVJ,female,0,yes,no,45,yes,yes,fiber optic,yes,yes,yes,yes,yes,yes,one year,no,mailed check,113.3,5032.25,0
6134-KWTBV,male,0,no,no,62,yes,yes,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,no,bank transfer (automatic),23.4,1429.65,0
3400-ESFUW,male,0,yes,yes,55,yes,no,dsl,yes,yes,no,yes,no,no,two year,no,bank transfer (automatic),57.55,3046.4,1
0480-KYJVA,female,0,yes,yes,72,yes,yes,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,no,credit card (automatic),24.25,1784.5,0
1585-MQSSU,male,0,no,no,17,yes,no,dsl,no,no,no,yes,no,no,month-to-month,no,mailed check,51.5,900.5,1
5299-SJCZT,male,0,no,no,3,yes,yes,fiber optic,no,no,yes,no,yes,yes,month-to-month,yes,bank transfer (automatic),101.55,298.35,1
1534-OULXE,female,0,yes,yes,61,yes,no,dsl,yes,no,no,no,no,no,one year,yes,bank transfer (automatic),49.7,2961.4,0
2929-ERCFZ,female,0,yes,yes,8,yes,no,fiber optic,no,no,yes,no,yes,yes,month-to-month,yes,electronic check,94.2,777.3,1
9820-RMCQV,female,0,no,no,11,yes,no,dsl,yes,no,no,no,no,no,month-to-month,no,credit card (automatic),48.55,501.0,1
0655-YDGFJ,male,0,no,no,29,yes,no,dsl,no,no,yes,no,no,no,month-to-month,no,bank transfer (automatic),48.95,1323.7,0
0303-UNCIP,male,0,no,no,41,yes,yes,dsl,no,no,yes,no,no,yes,one year,no,mailed check,65.0,2531.8,0
5816-JMLGY,female,0,yes,yes,70,yes,no,dsl,no,yes,yes,yes,yes,yes,two year,yes,bank transfer (automatic),80.4,5717.85,0
6618-RYATB,female,0,no,no,1,yes,yes,fiber optic,no,no,yes,no,no,no,month-to-month,yes,mailed check,79.55,79.55,1
3125-RAHBV,male,0,no,no,22,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,one year,no,credit card (automatic),20.3,467.15,0
5393-HJZSM,female,0,yes,yes,32,yes,no,dsl,yes,yes,yes,yes,no,yes,month-to-month,no,bank transfer (automatic),76.3,2404.15,0
9708-HPXWZ,male,1,no,no,5,no,no phone service,dsl,no,no,yes,yes,yes,no,month-to-month,no,credit card (automatic),45.4,214.75,0
5642-MHDQT,female,0,yes,yes,53,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,one year,yes,bank transfer (automatic),19.85,1039.45,0
2612-RANWT,female,0,no,no,12,yes,yes,fiber optic,no,no,yes,no,yes,yes,month-to-month,yes,bank transfer (automatic),100.15,1164.3,1
3221-CJMSG,male,0,no,no,24,yes,no,dsl,no,no,no,yes,no,no,month-to-month,yes,credit card (automatic),51.1,1269.6,0
5996-EBTKM,female,0,yes,yes,67,yes,yes,dsl,no,no,yes,yes,no,yes,two year,yes,bank transfer (automatic),69.9,4615.9,0
3692-JHONH,female,1,yes,no,52,yes,yes,fiber optic,no,yes,yes,no,yes,yes,one year,yes,electronic check,106.5,5621.85,0
1697-LYYYX,female,0,yes,yes,61,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,one year,no,credit card (automatic),19.1,1143.8,0
5837-LXSDN,female,0,yes,yes,21,yes,no,dsl,no,yes,no,no,yes,no,one year,yes,credit card (automatic),58.85,1215.45,0
7530-HDYDS,female,0,no,no,38,yes,no,fiber optic,no,yes,yes,yes,no,no,month-to-month,yes,credit card (automatic),84.25,3264.5,1
4176-RELJR,male,1,no,no,67,yes,yes,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,no,credit card (automatic),25.1,1672.15,0
8499-BRXTD,male,0,no,no,18,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,one year,no,mailed check,20.1,401.85,0
0186-CAERR,male,0,no,no,71,yes,yes,fiber optic,yes,yes,yes,yes,yes,yes,one year,yes,bank transfer (automatic),116.3,8309.55,0
3144-AUDBS,female,0,yes,no,6,yes,no,dsl,no,no,no,yes,no,no,month-to-month,yes,electronic check,49.15,270.8,1
0946-FKYTX,male,0,no,no,52,no,no phone service,dsl,no,yes,no,no,no,no,one year,no,mailed check,30.1,1623.4,0
6689-VRRTK,female,1,no,no,44,yes,yes,fiber optic,yes,yes,yes,no,yes,yes,one year,yes,credit card (automatic),109.8,4860.35,0
3810-DVDQQ,female,0,yes,yes,72,yes,yes,fiber optic,yes,yes,yes,yes,yes,yes,two year,yes,bank transfer (automatic),117.6,8308.9,0
8064-RAVOH,male,0,no,yes,1,yes,no,dsl,no,no,yes,no,no,no,month-to-month,yes,electronic check,49.85,49.85,0
2144-ESWKO,male,0,no,no,43,no,no phone service,dsl,yes,no,yes,no,no,no,one year,yes,credit card (automatic),35.2,1463.7,0
9661-MHUMO,male,1,yes,yes,1,yes,no,dsl,no,no,no,yes,no,no,month-to-month,yes,credit card (automatic),49.25,49.25,1
3318-NMQXL,male,0,no,no,3,yes,no,fiber optic,no,no,no,no,yes,yes,month-to-month,yes,electronic check,92.0,266.8,0
8807-OPMBM,female,0,yes,yes,55,yes,yes,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,yes,credit card (automatic),25.65,1388.0,0
4959-JOSRX,female,0,yes,no,2,yes,no,dsl,no,no,no,no,no,no,month-to-month,yes,credit card (automatic),44.6,80.55,1
2606-PKWJB,male,0,no,yes,40,no,no phone service,dsl,yes,yes,no,yes,no,no,one year,no,mailed check,40.25,1564.05,0
1845-ZLLIG,male,0,no,no,1,yes,no,dsl,no,yes,no,no,no,no,month-to-month,yes,mailed check,50.15,50.15,0
1335-HQMKX,female,0,yes,no,72,yes,yes,fiber optic,no,yes,yes,no,yes,yes,one year,yes,electronic check,101.35,7323.15,0
4311-QTTAI,female,0,no,no,16,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,one year,no,credit card (automatic),19.35,295.55,0
7470-MCQTK,female,0,yes,no,13,no,no phone service,dsl,no,no,yes,no,yes,yes,month-to-month,yes,bank transfer (automatic),48.75,633.4,1
5949-XIKAE,female,0,yes,yes,8,yes,no,fiber optic,no,yes,no,no,yes,no,month-to-month,yes,electronic check,83.55,680.05,1
8495-LJDFO,female,1,no,no,64,yes,yes,fiber optic,yes,no,yes,yes,yes,yes,month-to-month,yes,bank transfer (automatic),108.95,7111.3,0
9351-LZYGF,female,0,yes,no,42,yes,yes,dsl,yes,yes,no,yes,no,no,month-to-month,yes,credit card (automatic),66.4,2727.8,0
8178-EYZUO,male,0,no,no,46,yes,yes,fiber optic,yes,yes,no,no,no,yes,month-to-month,yes,electronic check,93.7,4154.8,1
6713-OKOMC,female,0,no,no,10,no,no phone service,dsl,yes,no,no,no,no,no,month-to-month,no,mailed check,29.75,301.9,0
4633-MKHYU,female,0,no,no,9,yes,no,fiber optic,no,no,no,no,yes,yes,month-to-month,yes,mailed check,88.4,788.6,0
7163-OCEQI,male,0,yes,yes,22,yes,yes,dsl,no,no,yes,yes,yes,yes,one year,yes,mailed check,78.65,1663.75,0
8263-JQAIK,male,1,no,no,2,no,no phone service,dsl,no,no,no,no,no,no,month-to-month,yes,mailed check,24.45,47.5,1
6701-DHKWQ,female,0,yes,yes,61,no,no phone service,dsl,no,yes,yes,yes,yes,no,two year,no,credit card (automatic),51.35,3244.4,0
5334-AFQJB,male,1,no,no,72,yes,yes,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,yes,credit card (automatic),25.1,1789.9,0
4695-VADHF,male,0,yes,yes,18,yes,no,dsl,no,no,yes,no,no,yes,month-to-month,no,electronic check,57.45,990.85,1
2072-ZVJJX,male,0,yes,no,68,yes,yes,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,no,bank transfer (automatic),25.25,1728.2,0
6166-ILMNY,female,0,no,no,2,yes,no,fiber optic,no,no,no,no,no,no,month-to-month,no,bank transfer (automatic),69.75,144.55,1
9993-LHIEB,male,0,yes,yes,67,yes,no,dsl,yes,no,yes,yes,no,yes,two year,no,mailed check,67.85,4627.65,0
4778-IZARL,male,0,yes,no,63,yes,no,fiber optic,yes,yes,yes,yes,yes,yes,two year,yes,credit card (automatic),110.1,6705.7,0
5360-XGYAZ,male,0,yes,yes,72,no,no phone service,dsl,yes,yes,yes,yes,yes,yes,two year,yes,bank transfer (automatic),65.65,4664.5,0
4570-QHXHL,female,0,no,no,9,yes,no,dsl,no,no,no,no,no,no,month-to-month,yes,electronic check,43.75,405.7,0
5003-OKNNK,female,0,yes,yes,15,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,one year,no,credit card (automatic),20.35,335.95,0
0960-HUWBM,male,0,yes,yes,65,yes,yes,fiber optic,no,no,yes,yes,yes,yes,two year,yes,bank transfer (automatic),104.1,6700.05,0
4678-DVQEO,female,0,no,no,1,yes,no,dsl,no,no,no,yes,no,no,month-to-month,yes,electronic check,52.2,52.2,1
5868-YWPDW,male,1,yes,no,6,yes,no,fiber optic,no,yes,no,no,no,yes,month-to-month,yes,electronic check,84.2,519.15,1
3658-QQJYD,male,0,no,no,62,yes,no,dsl,yes,yes,no,no,yes,yes,one year,yes,credit card (automatic),74.3,4698.05,0
0058-EVZWM,female,0,yes,no,55,yes,yes,fiber optic,yes,no,no,no,yes,no,month-to-month,yes,bank transfer (automatic),89.8,4959.6,0
7439-DKZTW,male,0,no,no,1,yes,no,fiber optic,no,no,no,no,yes,no,month-to-month,yes,electronic check,80.55,80.55,0
5380-AFSSK,female,0,no,no,5,yes,yes,fiber optic,no,no,no,no,yes,yes,month-to-month,yes,mailed check,93.9,486.85,1
0687-ZVTHB,male,0,yes,yes,65,yes,yes,dsl,yes,yes,yes,no,no,yes,one year,no,credit card (automatic),72.45,4653.85,1
9589-ABEPT,male,0,yes,no,69,yes,yes,fiber optic,no,yes,no,yes,yes,no,two year,yes,mailed check,92.45,6460.55,0
0137-OCGAB,female,0,no,no,1,yes,yes,fiber optic,no,yes,no,no,no,no,month-to-month,yes,mailed check,80.2,80.2,1
6252-DFGTK,female,0,yes,no,37,yes,yes,dsl,yes,no,yes,yes,no,no,one year,no,credit card (automatic),68.1,2479.25,0
2672-DZUOY,male,0,no,no,1,no,no phone service,dsl,no,no,no,no,no,no,month-to-month,yes,electronic check,25.15,25.15,1
9705-IOVQQ,male,1,yes,yes,61,yes,yes,fiber optic,no,yes,no,no,yes,yes,one year,no,electronic check,99.0,5969.3,0
4765-OXPPD,female,0,yes,yes,9,yes,no,dsl,yes,yes,yes,yes,no,no,month-to-month,no,mailed check,65.0,663.05,1
9639-BUJXT,male,0,no,no,63,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,one year,no,mailed check,20.5,1328.15,0
5519-TEEUH,male,0,no,yes,33,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,one year,yes,mailed check,20.15,682.15,0
9136-ALYBR,male,0,no,no,1,no,no phone service,dsl,no,no,no,no,no,no,month-to-month,yes,mailed check,24.45,24.45,1
8205-VSLRB,male,0,yes,no,70,yes,yes,dsl,yes,no,yes,yes,no,yes,two year,no,credit card (automatic),77.3,5498.2,0
0278-YXOOG,male,0,no,no,5,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,no,mailed check,21.05,113.85,1
5227-JSCFE,male,1,yes,no,71,no,no phone service,dsl,yes,yes,yes,yes,no,no,two year,no,credit card (automatic),46.35,3353.4,0
9798-OPFEM,female,0,no,no,46,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,yes,electronic check,21.1,937.1,0
9026-LHEVG,female,0,no,no,9,no,no phone service,dsl,no,yes,no,no,no,yes,month-to-month,no,electronic check,40.75,359.4,0
8751-EDEKA,female,0,yes,no,28,yes,no,fiber optic,no,yes,yes,no,no,yes,month-to-month,no,credit card (automatic),89.9,2433.5,0
3799-ISUZQ,male,0,yes,yes,7,yes,no,fiber optic,no,no,no,no,no,no,month-to-month,yes,bank transfer (automatic),69.95,529.5,1
5766-XQXMQ,female,0,no,no,29,yes,no,dsl,yes,yes,yes,no,no,yes,month-to-month,yes,bank transfer (automatic),68.85,1970.5,1
3704-IEAXF,female,0,yes,yes,72,no,no phone service,dsl,no,yes,no,yes,yes,yes,two year,no,credit card (automatic),53.65,3784.0,0
9753-OYLBX,female,0,no,no,1,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,no,mailed check,20.5,20.5,0
9300-RENDD,male,0,no,no,1,yes,no,fiber optic,no,no,no,no,yes,no,month-to-month,yes,electronic check,79.95,79.95,1
4710-FDUIZ,male,0,yes,no,56,yes,yes,fiber optic,no,yes,no,no,yes,yes,one year,no,credit card (automatic),100.3,5614.45,1
2974-GGUXS,female,1,yes,no,36,yes,yes,fiber optic,no,yes,no,no,yes,no,month-to-month,yes,credit card (automatic),91.95,3301.05,0
2971-SGAFL,female,0,no,no,13,yes,yes,dsl,yes,no,yes,no,yes,yes,month-to-month,yes,electronic check,78.75,995.35,0
7005-CCBKV,male,0,no,no,6,yes,no,fiber optic,no,yes,no,no,no,yes,month-to-month,yes,electronic check,84.4,556.35,1
2001-EWBQU,female,0,no,no,60,yes,yes,fiber optic,no,yes,yes,no,yes,yes,two year,no,electronic check,104.7,6333.8,0
6502-HCJTI,male,1,yes,no,7,yes,yes,fiber optic,yes,yes,no,no,no,yes,month-to-month,yes,credit card (automatic),94.7,673.1,1
8650-RHRKE,male,0,no,no,4,no,no phone service,dsl,no,no,yes,no,no,no,month-to-month,yes,electronic check,29.65,118.5,1
5956-YHHRX,male,1,no,no,21,yes,yes,fiber optic,no,yes,yes,no,yes,yes,month-to-month,yes,electronic check,104.35,2271.85,0
6563-VRERX,male,0,yes,yes,33,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,one year,no,mailed check,20.6,690.25,0
7442-YGZFK,male,0,no,no,1,yes,yes,dsl,no,no,no,no,no,no,month-to-month,yes,credit card (automatic),49.8,49.8,0
4398-HSCJH,female,0,no,no,3,yes,yes,dsl,no,no,no,yes,yes,no,month-to-month,yes,electronic check,63.6,155.65,1
6096-EGVTU,female,0,yes,yes,64,yes,yes,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,one year,no,mailed check,24.9,1595.5,0
2364-UFROM,male,0,no,no,30,yes,no,dsl,yes,yes,no,yes,yes,no,one year,no,electronic check,70.4,2044.75,0
3604-WLABM,female,0,no,no,10,yes,no,dsl,no,no,yes,yes,no,no,month-to-month,no,electronic check,54.25,583.0,0
1846-XWOQN,female,1,no,no,1,yes,no,fiber optic,no,no,no,no,no,no,month-to-month,yes,electronic check,70.15,70.15,1
1227-UDMZR,female,0,yes,no,72,yes,yes,dsl,yes,yes,yes,yes,yes,yes,two year,yes,bank transfer (automatic),91.15,6637.9,0
5949-HGVJL,female,0,yes,no,26,yes,no,dsl,no,yes,no,yes,yes,yes,month-to-month,yes,electronic check,73.05,1959.5,0
9330-IJWIO,female,0,no,no,13,yes,yes,fiber optic,yes,no,no,no,yes,yes,month-to-month,yes,electronic check,100.35,1358.85,1
2391-SOORI,male,0,no,yes,4,yes,no,dsl,yes,no,no,no,no,no,month-to-month,no,electronic check,49.35,219.65,1
8053-WWDRO,female,0,yes,no,6,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,no,bank transfer (automatic),19.5,146.3,1
9932-WBWIK,male,0,no,no,11,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,no,mailed check,20.35,215.25,0
6848-YLDFR,male,0,yes,yes,58,yes,no,dsl,no,yes,no,yes,yes,yes,one year,yes,credit card (automatic),75.2,4300.8,0
1346-UFHAX,female,0,no,no,13,yes,yes,fiber optic,yes,no,no,no,no,no,month-to-month,yes,credit card (automatic),80.0,1029.35,0
6377-WHAOX,female,0,yes,no,60,yes,yes,fiber optic,no,yes,yes,no,yes,yes,month-to-month,yes,electronic check,106.15,6411.25,0
6896-SRVYQ,male,1,no,no,44,yes,no,fiber optic,no,no,yes,no,no,no,month-to-month,no,electronic check,73.85,3122.4,0
2478-EEWWM,male,0,yes,no,59,no,no phone service,dsl,no,no,no,no,yes,yes,month-to-month,yes,electronic check,44.3,2666.75,0
8495-PRWFH,female,1,no,no,42,yes,yes,dsl,no,no,yes,no,no,no,month-to-month,no,electronic check,55.65,2421.75,0
6987-XQSJT,female,1,no,no,54,yes,yes,fiber optic,no,yes,no,no,no,no,month-to-month,yes,electronic check,79.5,4370.25,1
0207-MDKNV,female,0,no,no,15,yes,no,fiber optic,yes,no,yes,yes,yes,yes,month-to-month,no,electronic check,105.1,1582.75,1
7579-KKLOE,male,0,yes,yes,71,yes,yes,dsl,yes,yes,yes,yes,yes,yes,two year,yes,mailed check,91.25,6589.6,0
6131-FOYAS,male,0,no,no,35,yes,yes,dsl,yes,no,yes,no,no,no,month-to-month,yes,electronic check,59.6,2094.9,0
9605-WGJVW,female,1,no,no,1,yes,no,fiber optic,no,no,no,no,no,no,month-to-month,yes,electronic check,70.2,70.2,0
1038-ZAGBI,female,0,yes,yes,12,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,one year,no,bank transfer (automatic),19.8,229.6,1
2865-TCHJW,female,1,no,no,4,yes,yes,fiber optic,no,no,yes,no,yes,no,month-to-month,yes,electronic check,89.2,346.2,1
9142-KZXOP,male,0,no,no,44,yes,no,fiber optic,no,no,no,no,no,no,month-to-month,no,credit card (automatic),68.85,2958.95,0
2581-VKIRT,female,0,yes,yes,59,yes,yes,dsl,yes,yes,no,yes,no,no,one year,no,mailed check,65.5,3801.3,0
7694-VLBWQ,male,0,yes,no,67,yes,yes,fiber optic,no,yes,yes,no,yes,yes,one year,no,electronic check,104.1,7040.85,1
7365-BVCJH,male,0,no,no,1,no,no phone service,dsl,no,no,no,no,no,no,month-to-month,yes,electronic check,24.4,24.4,0
4013-TLDHQ,male,0,no,no,19,yes,no,fiber optic,no,yes,yes,no,no,no,month-to-month,yes,electronic check,78.25,1490.95,1
0297-RBCSG,male,0,no,no,19,yes,no,dsl,no,yes,no,yes,no,yes,one year,yes,bank transfer (automatic),65.35,1231.85,0
1775-KWJKQ,male,0,yes,yes,72,yes,yes,dsl,yes,yes,yes,yes,yes,yes,two year,no,credit card (automatic),89.85,6562.9,0
8591-NXRCV,female,0,no,no,41,yes,yes,dsl,yes,no,yes,yes,no,yes,month-to-month,yes,bank transfer (automatic),74.65,3090.65,0
5329-KRDTM,male,1,yes,no,72,yes,yes,dsl,no,yes,yes,yes,yes,no,two year,no,credit card (automatic),77.35,5396.25,0
2208-MPXIO,female,0,yes,yes,45,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,yes,bank transfer (automatic),20.0,886.4,0
4482-EWFMI,female,0,no,no,2,yes,no,fiber optic,no,no,no,no,no,no,month-to-month,yes,electronic check,69.7,135.2,0
9418-RUKPH,female,0,yes,yes,38,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,yes,mailed check,19.95,756.4,0
8845-LWKGE,female,0,yes,yes,30,yes,no,dsl,no,no,yes,yes,yes,no,one year,yes,electronic check,64.5,1985.15,0
2990-OGYTD,female,0,yes,no,67,yes,yes,dsl,no,yes,yes,yes,yes,yes,two year,no,bank transfer (automatic),86.15,5883.85,0
7876-AEHIG,female,0,no,yes,51,no,no phone service,dsl,yes,no,yes,yes,yes,yes,one year,no,bank transfer (automatic),60.15,3077.0,0
9546-CQJSU,female,0,no,no,2,yes,yes,fiber optic,no,no,yes,no,yes,no,month-to-month,yes,electronic check,91.4,193.6,1
6080-LNESI,male,0,no,no,51,yes,yes,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,no,mailed check,24.75,1234.6,0
7481-ATQQS,female,1,no,no,49,yes,yes,fiber optic,no,no,yes,no,no,yes,month-to-month,yes,credit card (automatic),90.85,4515.85,1
3606-SBKRY,male,0,no,no,31,no,no phone service,dsl,no,no,yes,no,yes,yes,one year,yes,electronic check,50.05,1523.4,0
2004-OCQXK,female,0,no,no,1,yes,no,fiber optic,no,no,no,no,no,yes,month-to-month,yes,electronic check,81.95,81.95,1
7940-UQQUG,female,0,yes,yes,64,yes,yes,fiber optic,yes,no,no,yes,yes,yes,one year,yes,bank transfer (automatic),104.4,6721.6,0
6242-SGYTS,male,0,yes,yes,62,yes,yes,fiber optic,yes,yes,no,no,yes,no,one year,yes,credit card (automatic),94.95,5791.85,0
0621-TSSMU,male,0,yes,no,56,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,one year,no,credit card (automatic),19.95,1126.75,0
0419-YAAPX,male,0,yes,no,49,yes,no,fiber optic,no,yes,no,no,yes,no,month-to-month,yes,credit card (automatic),85.3,4297.95,0
7396-VJUZB,male,0,yes,yes,4,yes,no,dsl,no,no,no,no,no,no,month-to-month,no,mailed check,45.25,155.35,0
0840-DFEZH,female,0,no,no,7,yes,yes,fiber optic,no,no,no,no,no,no,month-to-month,yes,electronic check,75.35,564.65,0
5539-HIVAK,female,1,yes,no,28,yes,yes,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,no,mailed check,25.7,734.6,0
3235-ETOOB,male,0,yes,no,8,yes,no,fiber optic,yes,no,no,no,no,no,month-to-month,yes,electronic check,74.5,609.9,1
3521-MNKLV,male,0,no,no,24,yes,no,dsl,no,no,yes,no,no,no,month-to-month,yes,mailed check,49.7,1167.8,0
2153-MREFK,female,0,yes,no,37,yes,yes,fiber optic,yes,no,yes,yes,no,yes,one year,yes,electronic check,99.2,3754.6,1
9430-FRQOC,female,0,no,yes,4,yes,yes,fiber optic,no,no,yes,yes,no,no,month-to-month,yes,mailed check,87.1,341.45,1
2560-PPCHE,female,0,no,no,65,yes,yes,fiber optic,no,yes,no,yes,yes,yes,one year,yes,bank transfer (automatic),105.05,6744.25,0
